a,ɑː,,"['conjunction', 'interjection', 'adverb', 'preposition', 'letter', 'noun', 'adjective', 'verb', 'pronoun']"
ballad,ˈbæləd,,"['verb', 'noun']"
balladeer,ɪə(ɹ,,"['verb', 'noun']"
ballast,ˈbæləst,,"['verb', 'adjective', 'noun']"
ballcock,ˈbɔːlkɒk,,['noun']
ballerina,ˌbæləɹˈiːnə,,"['adjective', 'noun']"
ballet,ˈbæleɪ,,"['verb', 'noun']"
balletic,ˌbəˈlɛtɪk,,['adjective']
ballgown,ˈbɔːlɡaʊn,,['noun']
balling,ˈbɑlɪŋ,,"['verb', 'noun']"
ballistic,bəˈlɪstɪk,,['adjective']
ballistics,bəˈlɪstɪks,,['noun']
balloon,bəˈluːn,,"['verb', 'noun']"
ballooned,bəˈluːnd,,['verb']
ballooning,bəˈluːnɪŋ,,"['verb', 'adjective', 'noun']"
balloons,bəˈluːnz,,"['verb', 'noun']"
ballot,ˈbælət,,"['verb', 'noun']"
ballroom,ˈbɔːlɹuːm,,"['verb', 'noun']"
balls,bɔːlz,,"['adverb', 'verb', 'noun']"
ballsy,ˈbɔlzi,,['adjective']
bally,ˈbæli,,"['adverb', 'adjective', 'noun']"
ballyhoo,bæliˈhuː,,"['verb', 'noun']"
balm,bɑːm,,"['verb', 'noun']"
balmy,ˈbɑːmi,,['adjective']
baloney,bəˈləʊni,,['noun']
balsa,ˈbɔːlsə,,['noun']
balsam,ˈbɔːlsəm,,"['verb', 'noun']"
balsamic,ˌbɔːlˈsæmɪk,,"['adjective', 'noun']"
balsams,bɐlˈsaːms,,"['verb', 'noun']"
balsas,ˈbɐlsɐs,,['noun']
baluster,ˈbælʌstɹ,,['noun']
balustrade,ˌbæləˈstɹeɪd,,['noun']
balustrades,bəlusˈtɾadəs,,['noun']
bamboo,bæmˈbu,,"['verb', 'adjective', 'noun']"
bamboozle,bæmˈbuːzl̩,,"['verb', 'noun']"
ban,bæn,,"['verb', 'adjective', 'noun']"
banal,bəˈnɑːl,,"['adjective', 'noun']"
banality,bəˈnælɨti,,['noun']
banana,bəˈnɑːnə,,"['verb', 'adjective', 'noun']"
bananas,bəˈnɑːnəz,,"['verb', 'adjective', 'noun']"
band,bænd,,"['verb', 'noun']"
bandage,ˈbændɪdʒ,,"['verb', 'noun']"
bandeau,ˈbændəʊ,,['noun']
bandeaux,ˈbændəʊ,,['noun']
banded,ˈbændɪd,,"['verb', 'adjective', 'noun']"
banding,ˈbændɪŋ,,"['verb', 'noun']"
bandit,ˈbændɪt,,"['verb', 'noun']"
bandoleer,ˌbændəˈlɪə(ɹ),,['noun']
bands,bændz,,"['verb', 'noun']"
bandstand,ˈbændstænd,,['noun']
bandwagon,ˈbændˌwæɡən,,['noun']
bandwidth,ˈbændwɪdθ,,['noun']
bandy,ˈbændi,,"['verb', 'adjective', 'noun']"
bane,beɪn,,"['verb', 'adjective', 'noun']"
banes,beɪnz,,"['verb', 'noun']"
bang,bæŋ(ɡ),,"['interjection', 'adverb', 'noun', 'adjective', 'verb']"
banger,ˈbæŋə(ɹ),,"['verb', 'adjective', 'noun']"
banging,ˈbæŋɪŋ,,"['verb', 'adjective', 'noun']"
bangle,ˈbæŋɡəl,,"['verb', 'noun']"
bangs,bæŋz,,"['verb', 'noun']"
bani,bɑːˈni,,"['verb', 'noun']"
banish,ˈbænɪʃ,,['verb']
banished,ˈbænɪʃt,,"['adjective', 'verb']"
banishes,ˈbænɪʃɪz,,['verb']
banishing,ˈbænɪʃɪŋ,,"['verb', 'noun']"
banishment,ˈbænɪʃmənt,,['noun']
banister,ˈbænɪstə(ɹ),,"['verb', 'noun']"
banjo,ˈbændʒəʊ,,"['verb', 'noun']"
banjo's,ˈbanjoːs,,['noun']
banjos,ˈbanxos,,['noun']
bank,bæŋk,,"['verb', 'noun']"
bankcard,ˈbæŋkkɑɹd,,['noun']
bankcards,ˈbæŋkkɑɹdz,,['noun']
banker,ˈbæŋkə(ɹ),,"['verb', 'noun']"
bankroll,ˈbæŋkɹoʊl,,"['verb', 'noun']"
bankrupt,ˈbæŋkɹəpt,,"['verb', 'adjective', 'noun']"
bankruptcy,ˈbæŋkɹʌptsɪ,,['noun']
banks,bæŋks,,"['verb', 'noun']"
banned,bænd,,"['adjective', 'verb']"
banner,ˈbænə,,"['verb', 'adjective', 'noun']"
banning,ˈbænɪŋ,,"['verb', 'noun']"
bannock,ˈbænək,,['noun']
banns,bænz,,['noun']
banquet,ˈbæŋkwɪt,,"['verb', 'noun']"
banqueter,ˈbænkwɪtɚ,,"['verb', 'noun']"
banquette,baŋˈkɛt,,['noun']
bans,bænz,,"['verb', 'adjective', 'noun']"
banshee,bænˈʃiː,,['noun']
banter,ˈbæntə,,"['verb', 'noun']"
banyan,ˈbænjən,,['noun']
banzai,ˈbɑːnˈzaɪ,,"['interjection', 'adjective', 'noun']"
baobab,ˈbeɪəʊbab,,['noun']
baobabs,baɔbab,,['noun']
bap,bæp,,"['verb', 'interjection', 'noun']"
baptism,ˈbæptɪzəm,,['noun']
baptismal,a,,"['adjective', 'noun']"
baptist,ˈbæptɪst,,['noun']
baptistery,ˈbaptiːstɛːriː(ə),,['noun']
baptize,ˈbæptaɪz,,"['verb', 'noun']"
baptized,ˈbæptaɪzd,,"['adjective', 'verb']"
baptizer,aɪzə(ɹ,,"['verb', 'noun']"
baptizes,bapˈtizzeːs,,['verb']
bar,bɑː,,"['adverb', 'preposition', 'noun', 'adjective', 'verb', 'pronoun']"
barb,bɑː(ɹ)b,,"['verb', 'adjective', 'noun']"
barbacoa,bəɾbəˈkoə,,['noun']
barbarian,bɑː(ɹ)ˈbɛəɹiən,,"['adjective', 'noun']"
barbaric,bɑː(ɹ)ˈbæɹɪk,,['adjective']
barbarism,ˈbɑː(ɹ)bəɹɪz(ə)m,,['noun']
barbarity,bɑː(ɹ)ˈbæɹɪti,,['noun']
barbarize,ˈbɑː(ɹ)bəɹaɪz,,['verb']
barbarous,ˈbɑː(ɹ)bəɹəs,,['adjective']
barbecue,ˈbɑːbɪˌkjuː,,"['verb', 'noun']"
barbed,bɑː(ɹ)bd,,"['adjective', 'verb']"
barbel,ˈbɑːbəl,,['noun']
barber,ˈbɑːbə,,"['verb', 'noun']"
barberry,ˈbɑɹbɛɹi,,['noun']
barbie,bɑː(ɹ)bi,,['noun']
barbiturate,ˌbɑː(ɹ)ˈbɪtʃəɹɪt,,['noun']
barcarole,ˈbɑːkəɹəʊl,,['noun']
bard,bɑːd,,"['verb', 'noun']"
bardic,ˈbɑː(ɹ)dɪk,,"['adjective', 'noun']"
bare,bɛə(ɹ),,"['adverb', 'noun', 'adjective', 'conjunction', 'verb']"
bareback,ˈbɛəbæk,,"['adverb', 'verb', 'adjective', 'noun']"
barefaced,ˈbeə(ɹ)feɪst,,['adjective']
barefoot,ˈbɛɹfʊt,,"['adverb', 'adjective']"
barefooted,ˈbɛːfʊtɪd,,"['adverb', 'adjective']"
barely,ˈbɛə(ɹ)li,,['adverb']
bares,bɛɹz,,"['verb', 'noun']"
barf,bɑːf,,"['verb', 'interjection', 'noun']"
barfly,bɑːflaɪ,,['noun']
barfs,bɑːfs,,['verb']
bargain,ˈbɑːɡən,,"['verb', 'noun']"
barge,bɑːdʒ,,"['verb', 'adjective', 'noun']"
baring,ˈbɛəɹɪŋ,,"['verb', 'noun']"
barista,baˈɹista,,['noun']
baritone,ˈbɛɹɪtoʊn,,['noun']
barium,ˈbɛəɹɪəm,,['noun']
bark,bɑːk,,"['verb', 'noun']"
barkeep,ˈbɑɹˌkiːp,,['noun']
barker,ˈbɑː(ɹ)kə(ɹ),,['noun']
barking,ˈbɑɹkɪŋ,,"['verb', 'adjective', 'noun']"
barley,ˈbɑɹli,,"['interjection', 'noun']"
barmaid,ˈbɑː(ɹ)meɪd,,['noun']
barman,ˈbɑːmən,,['noun']
barmy,ˈbɑːmi,,['adjective']
barn,bɑɹn,,"['verb', 'noun']"
barnacle,ˈbɑːnəkl̩,,"['verb', 'noun']"
barney,ˈbɑːni,,"['verb', 'adjective', 'noun']"
barnstorm,ˈbɑːnstɔːm,,"['verb', 'noun']"
barometer,bəˈɹɒmətə(ɹ),,['noun']
barometric,ˌbæɹəˈmetɹɪk,,['adjective']
baron,ˈbæɹən,,"['verb', 'noun']"
baronage,ˈbæɹənɪdʒ,,['noun']
baroness,ˌbæɹəˈnɛs,,['noun']
baronet,bæɹəˈnɛt,,['noun']
baronial,bəˈɹəʊnɪəɫ,,['adjective']
baronies,bəɾuˈniəs,,['noun']
barons,bəˈɾons,,['noun']
barony,ˈbæɹəni,,['noun']
baroque,bæˈɹɒk,,['adjective']
barque,bɑɹk,,['noun']
barrack,ˈbæɹək,,"['verb', 'noun']"
barracks,ˈbæɹəks,,"['verb', 'noun']"
barracuda,ˌbæɹəˈkuːdə,,['noun']
barrage,ˈbæɹɑːʒ,,"['verb', 'noun']"
barre,bare,,"['verb', 'adjective', 'noun']"
barred,ˈbɑː(ɹ)d,,"['adjective', 'verb']"
barrel,ˈbæɹəl,,"['verb', 'noun']"
barren,ˈbæɹən,,"['verb', 'adjective', 'noun']"
barrette,bəˈɹɛt,,"['verb', 'noun']"
barricade,ˌbæɹɪˈkeɪd,,"['verb', 'noun']"
barricades,baʁikad,,"['verb', 'noun']"
barrier,ˈbæɹiə(ɹ),,"['verb', 'noun']"
barring,ˈbɑːɹɪŋ(ɡ),,"['preposition', 'verb', 'noun']"
barrio,ˈbarjo,,['noun']
barrister,ˈbæɹɪstə(ɹ),,['noun']
barrow,ˈbæɹəʊ,,['noun']
bars,ˈbɑː(ɹ)z,,"['verb', 'adjective', 'noun']"
bartender,ˈbɑːˌtɛndə(ɹ),,['noun']
barter,ˈbɑː(ɹ)tə(ɹ),,"['verb', 'noun']"
baryon,ˈbɛəɹiɒn,,['noun']
basal,ˈbeɪsəɫ,,"['verb', 'adjective', 'noun']"
basalt,ˈbæsɒlt,,['noun']
base,beɪs,,"['verb', 'adjective', 'noun']"
baseball,ˈbeɪsbɔːl,,['noun']
based,beɪst,,"['adjective', 'verb']"
baseless,ˈbeɪsləs,,['adjective']
baseline,ˈbeɪslaɪn,,"['verb', 'noun']"
baselines,ˈbeɪsˌlaɪnz,,['noun']
basemen,basəˈmɛn,,['noun']
basement,ˈbeɪsmənt,,['noun']
basements,beɪsmənts,,['noun']
baser,bɑze,,"['verb', 'adjective', 'noun']"
bases,ˈbeɪsɪz,,"['verb', 'noun']"
bash,bæʃ,,"['adverb', 'verb', 'noun']"
bashed,bæʃt,,['verb']
bashes,ˈbæʃɪz,,"['verb', 'noun']"
bashful,ˈbæʃfəɫ,,['adjective']
bashing,ˈbæʃɪŋ,,"['verb', 'noun']"
basic,ˈbeɪsɪk,,"['adjective', 'noun']"
basically,ˈbeɪsɪk(ə)li,,['adverb']
basil,ˈbæzəl,,"['verb', 'noun']"
basilica,bəˈsɪlɪkə,,['noun']
basilisk,ˈbæsɪlɪsk,,"['adjective', 'noun']"
basin,ˈbeɪsɪn,,"['adverb', 'verb', 'noun']"
basing,ˈbeɪsɪŋ,,"['verb', 'noun']"
basins,ˈbeɪsɪnz,,"['verb', 'noun']"
basis,ˈbeɪsɪs,,"['verb', 'noun']"
bask,bɑːsk,,"['verb', 'noun']"
basket,ˈbɑːskɪt,,"['verb', 'noun']"
basketball,ˈbɑːskɪtbɔːl,,"['verb', 'noun']"
baskets,baskɛt,,"['verb', 'noun']"
basque,bæsk,,"['adjective', 'noun']"
basques,ˈbaskəs,,"['adjective', 'noun']"
bass,eɪ,,"['verb', 'adjective', 'noun']"
basses,ˈbasəs,,"['adjective', 'noun']"
basset,ˈbæsɪt,,"['verb', 'adjective', 'noun']"
bassinet,ˌbæsɪnˈet,,['noun']
bassinets,ɛt,,['noun']
bassist,ˈbeɪsɪst,,['noun']
basso,æsə,,"['adverb', 'adjective', 'noun']"
bassoon,bəˈsuːn,,"['verb', 'noun']"
bassoons,bəˈsuːnz,,"['verb', 'noun']"
bassos,ˈpassos,,"['verb', 'adjective', 'noun']"
basswood,ˈbæswʊd,,['noun']
bast,bɑːst,,"['verb', 'noun']"
bastard,ˈbɑːstəd,,"['interjection', 'verb', 'adjective', 'noun']"
bastardize,ˈbæstɚdaɪz,,['verb']
baste,beɪst,,"['verb', 'noun']"
basted,ˈbeɪstɪd,,"['adjective', 'verb']"
baster,ˈbeɪstɚ,,"['verb', 'noun']"
basters,ˈbeɪstɚz,,['noun']
bastes,beɪsts,,"['verb', 'noun']"
basting,ˈbeɪstɪŋ,,"['verb', 'noun']"
bastion,ˈbæstiən,,"['verb', 'noun']"
bastions,bəstiˈons,,"['verb', 'noun']"
bat,bæt,,"['adverb', 'pronoun', 'verb', 'noun']"
batch,bæt͡ʃ,,"['verb', 'adjective', 'noun']"
batched,bætʃt,,['verb']
batches,ˈbætʃɪz,,"['verb', 'noun']"
batching,ˈbætʃɪŋ,,['verb']
bate,beɪt,,"['verb', 'noun']"
bated,ˈbeɪtɪd,,"['adjective', 'verb']"
bates,beɪts,,"['verb', 'noun']"
bath,bɑːθ,,"['conjunction', 'noun', 'adjective', 'pronoun', 'verb']"
bathe,beɪð,,"['pronoun', 'conjunction', 'verb', 'noun']"
bathed,beɪðd,,['verb']
bather,ˈbeɪðə(ɹ),,['noun']
bathes,beɪðz,,"['verb', 'noun']"
bathetic,bəˈθetɪk,,['adjective']
bathing,ˈbeɪˌðɪŋ(ɡ),,"['verb', 'adjective', 'noun']"
bathos,ˈbeɪθɒs,,['noun']
bathrobe,ˈbɑːθɹəʊb,,['noun']
bathroom,ˈbɑːθɹuːm,,['noun']
baths,bɑːθs,,"['verb', 'noun']"
bathtub,ˈbɑːθtʌb,,['noun']
bathwater,ˈbɑːθwɔːtə(ɹ),,['noun']
bathyscaphe,ˈbæθɪˌskeɪv,,['noun']
bathysphere,ˈbæθɪˌsfɪə(ɹ),,['noun']
batik,bəˈtiːk,,"['verb', 'noun']"
bating,ˈbeɪtɪŋ,,"['preposition', 'adjective', 'verb']"
batiste,bəˈtiːst,,"['verb', 'noun']"
batman,ˈbætmən,,"['verb', 'noun']"
baton,ˈbætɒn,,"['verb', 'noun']"
bats,bæts,,"['verb', 'adjective', 'noun']"
battalion,bəˈtælɪən,,"['verb', 'noun']"
batted,ˈbætɪd,,['verb']
batten,ˈbætən,,"['verb', 'noun']"
batter,ˈbætə(ɹ),,"['verb', 'adjective', 'noun']"
batteries,ˈbæt(ə)ɹiz,,['noun']
battering,ˈbætəɹɪŋ(ɡ),,"['verb', 'noun']"
battery,ˈbætəɹi,,['noun']
batting,ˈbætɪŋ,,"['verb', 'noun']"
battle,ˈbætəl,,"['verb', 'adjective', 'noun']"
battleground,ˈbætəlˌɡɹaʊnd,,['noun']
battlement,ˈbætəɫmənt,,['noun']
battler,ˈbætlə(ɹ),,['noun']
battles,ˈbætl̩z,,"['verb', 'noun']"
batty,ˈbæti,,"['adjective', 'noun']"
bauble,ˈbɔːbəɫ,,['noun']
baud,bɔːd,,"['adverb', 'verb', 'adjective', 'noun']"
bauxite,ˈbɔːksaɪt,,['noun']
bawd,bɔːd,,"['verb', 'adjective', 'noun']"
bawdily,ˈbɔːdɪli,,['adverb']
bawdy,ˈbɔːdi,,['adjective']
bawl,bɔːɫ,,"['verb', 'adjective', 'noun']"
bawling,ɔːlɪ,,"['verb', 'noun']"
bay,beɪ,,"['adverb', 'noun', 'adjective', 'pronoun', 'verb']"
bayed,beɪd,,"['adjective', 'verb']"
bayonet,ˈbeɪənɪt,,"['verb', 'noun']"
bayou,ˈbaɪuː,,['noun']
bays,beɪz,,"['verb', 'noun']"
bazaar,bəˈzaː,,['noun']
bazillion,bəˈzɪlɪən,,['noun']
bazooka,bəˈzuːkə,,['noun']
be,biː,,"['conjunction', 'interjection', 'adverb', 'preposition', 'noun', 'adjective', 'verb', 'pronoun']"
beach,bit͡ʃ,,"['verb', 'noun']"
beached,biːtʃt,,"['verb', 'adjective', 'noun']"
beaches,ˈbiːtʃɪz,,"['verb', 'noun']"
beaching,ˈbiːtʃɪŋ,,"['verb', 'noun']"
beacon,ˈbiːkən,,"['verb', 'noun']"
beacons,ˈbiːkənz,,"['verb', 'noun']"
bead,biːd,,"['verb', 'noun']"
beaded,ˈbiːdɪd,,"['adjective', 'verb']"
beading,ˈbiːdɪŋ,,"['verb', 'noun']"
beadle,ˈbiːdəɫ,,['noun']
beads,biːdz,,"['verb', 'noun']"
beady,ˈbiːdi,,['adjective']
beagle,biːɡəɫ,,"['verb', 'noun']"
beak,biːk,,"['verb', 'noun']"
beaked,biːkt,,"['adjective', 'verb']"
beaker,ˈbiːkə(ɹ),,['noun']
beaks,biːks,,"['verb', 'noun']"
beam,biːm,,"['verb', 'noun']"
beams,biːmz,,"['verb', 'noun']"
bean,biːn,,"['verb', 'noun']"
beanbag,ˈbiːnbæɡ,,['noun']
beaned,biːnd,,['verb']
beanie,ˈbiːni,,['noun']
beanies,ˈbiːniz,,['noun']
beaning,ˈbiːnɪŋ,,['verb']
beans,biːnz,,"['verb', 'noun']"
bear,bɛə(ɹ),,"['verb', 'adjective', 'noun']"
bearable,ˈbɛəɹəbəɫ,,['adjective']
beard,bɪəd,,"['verb', 'noun']"
bearded,ˈbɪədɪd,,"['verb', 'adjective', 'noun']"
bearer,ˈbɛəɹə,,"['verb', 'noun']"
bearing,ˈbɛə̯ɹɪŋ,,"['verb', 'adjective', 'noun']"
bearings,ɛəɹɪŋ,,['noun']
bears,bɛɹz,,"['verb', 'noun']"
bearskin,ˈbɛəskɪn,,['noun']
beast,biːst,,"['verb', 'adjective', 'noun']"
beastly,ˈbiːstli,,"['adverb', 'adjective']"
beasts,biːsts,,"['verb', 'noun']"
beat,biːt,,"['verb', 'adjective', 'noun']"
beaten,ˈbiːt(ə)n,,"['adjective', 'verb']"
beater,ˈbiːtə,,['noun']
beatific,bɪəˈtɪfɪk,,['adjective']
beatification,biˌætɪfɪˈkeɪʃən,,['noun']
beatify,biːˈætɪfaɪ,,['verb']
beating,ˈbiːtɪŋ,,"['verb', 'noun']"
beatings,ˈbiːtɪŋz,,['noun']
beatitude,biːˈætɪtjuːd,,['noun']
beatnik,ˈbiːtnɪk,,['noun']
beats,biːts,,"['verb', 'adjective', 'noun']"
beau,bəʊ,,"['adverb', 'verb', 'adjective', 'noun']"
beaus,bəʊz,,"['adjective', 'noun']"
beaut,bjuːt,,"['adjective', 'noun']"
beauteous,ˈbjuːtɪəs,,['adjective']
beautician,bjuːˈtɪʃən,,['noun']
beauties,ˈbjuːtiz,,"['verb', 'noun']"
beautification,bjuːtɪfɪˈkeɪʃən,,['noun']
beautifies,ˈbjutəfaɪz,,['verb']
beautiful,ˈbjuːtɪfəl,,"['adjective', 'noun']"
beautifully,ˈbjuːtɪf(ə)li,,['adverb']
beautify,ˈbjuːtɪfaɪ,,['verb']
beauts,bjuːts,,['noun']
beauty,ˈbjuːti,,"['interjection', 'verb', 'adjective', 'noun']"
beaver,ˈbiːvə,,['noun']
bebop,ˈbiːbɒp,,"['verb', 'noun']"
becalm,bɪˈkɑːm,,['verb']
became,bɪˈkeɪm,,['verb']
because,bɪˈkɒz,,"['adverb', 'preposition', 'conjunction']"
beck,ˈbɛk,,"['verb', 'noun']"
beckon,ˈbɛkən,,"['verb', 'noun']"
beckoned,ˈbɛkənd,,['verb']
beckoning,ˈbɛkənɪŋ,,"['verb', 'adjective', 'noun']"
beckons,ˈbɛkənz,,"['verb', 'noun']"
becloud,bɪˈklaʊd,,['verb']
become,bɪˈkʌm,,['verb']
becomes,bəˈkʌmz,,['verb']
becoming,bɪˈkʌmɪŋ,,"['verb', 'adjective', 'noun']"
becomingly,bɪˈkʌmɪŋli,,['adverb']
becquerel,bɛkəˈɹɛɫ,,['noun']
bed,bɛd,,"['verb', 'adjective', 'noun']"
bedazzle,bɪˈdæzl̩,,['verb']
bedded,ˈbɛdɪd,,['verb']
bedding,ˈbɛdɪŋ,,"['verb', 'noun']"
bedeck,bɪˈdɛk,,['verb']
bedecked,bɪˈdɛkd,,"['adjective', 'verb']"
bedevil,bɪˈdɛvəɫ,,['verb']
bedhead,ˈbɛdhɛd,,['noun']
bedim,bɪˈdɪm,,['verb']
bedizen,bɪˈdaɪzən,,['verb']
bedlam,ˈbɛdləm,,['noun']
bedraggle,bɪˈdɹæɡl̩,,['verb']
bedraggled,bɪˈdɹæɡl̩d,,"['adjective', 'verb']"
bedridden,ˈbɛdɹɪdən,,['adjective']
bedroom,ˈbɛdˌɹum,,['noun']
beds,bɛdz,,"['verb', 'noun']"
bedside,ˈbɛdˌsaɪd,,['noun']
bedsit,ˈbɛdˌsɪt,,['noun']
bedtime,ˈbɛdtaɪm,,['noun']
bee,ˈbiː,,"['interjection', 'preposition', 'noun', 'pronoun', 'verb']"
beebread,ˈbiːˌbɹɛd,,['noun']
beech,biːt͡ʃ,,['noun']
beechnut,ˈbiːtʃˌnʌt,,['noun']
beef,bif,,"['verb', 'adjective', 'noun']"
beefcake,ˈbiːfˌkeɪk,,['noun']
beefsteak,ˈbiːfˌsteɪk,,['noun']
beefy,ˈbiːfi,,['adjective']
beehive,ˈbiːhaɪv,,"['verb', 'noun']"
beehives,ˈbiːhaɪvz,,"['verb', 'noun']"
beekeeper,ˈbiˌkipɚ,,['noun']
beeline,ˈbiːlaɪn,,"['verb', 'noun']"
been,bɪn,,"['verb', 'noun']"
beep,biːp,,"['verb', 'noun']"
beeped,biːpt,,['verb']
beeper,ˈbiːpə,,['noun']
beeping,ˈbiːpɪŋ,,"['verb', 'noun']"
beeps,biːps,,"['verb', 'noun']"
beer,bɪə(ɹ),,"['verb', 'noun']"
beers,biɹz,,['noun']
beery,ˈbɪɹi,,['adjective']
bees,biːz,,"['verb', 'adjective', 'noun']"
beeswax,ˈbizwæks,,"['verb', 'noun']"
beet,biːt,,"['verb', 'noun']"
beetle,ˈbiːtəl,,"['verb', 'adjective', 'noun']"
beetroot,ˈbiːtɹuːt,,"['verb', 'noun']"
beets,biːts,,['noun']
beeves,iːv,,['noun']
befall,bɪˈfɔːl,,"['verb', 'noun']"
befallen,bɪˈfɔlən,,['verb']
befell,bɪˈfɛl,,['verb']
befit,ɪ,,['verb']
befitting,biːˈfɪtɪŋ,,"['adjective', 'verb']"
befog,ɒ,,['verb']
before,bɪˈfɔː,,"['adverb', 'preposition', 'conjunction']"
beforehand,bɪˈfɔːhænd,,"['adverb', 'adjective']"
befoul,bɪˈfaʊl,,['verb']
befriend,bɪˈfɹɛnd,,['verb']
befuddle,bɪˈfʌdl,,['verb']
beg,bɛɡ,,"['adverb', 'verb', 'adjective', 'noun']"
began,bɪˈɡæn,,['verb']
begat,biˈɡæt,,"['verb', 'noun']"
beget,biˈɡɛt,,['verb']
beggar,ˈbɛɡɚ,,"['verb', 'noun']"
beggary,ˈbɛɡəɹi,,"['adjective', 'noun']"
begged,bɛɡd,,['verb']
begging,ˈbɛɡɪŋ,,"['verb', 'noun']"
begin,bɪˈɡɪn,,"['verb', 'noun']"
beginner,bɪˈɡɪnə,,['noun']
beginning,bɪˈɡɪnɪŋ,,"['verb', 'adjective', 'noun']"
begins,bɪˈɡɪnz,,['verb']
begone,biːˈɡɒn,,"['interjection', 'verb']"
begonia,bəˈɡəʊniːə,,['noun']
begot,ɒ,,['verb']
begotten,bɪˈɡɒtən,,"['adjective', 'verb']"
begrime,aɪ,,['verb']
begrudge,bɪˈɡɹʌdʒ,,['verb']
begrudging,ʌdʒɪ,,"['adjective', 'verb']"
begs,bɛɡz,,"['verb', 'noun']"
beguile,aɪ,,['verb']
beguiling,aɪlɪ,,"['verb', 'adjective', 'noun']"
beguine,beɪˈɡiːn,,['noun']
beguines,bəˈɡinəs,,['noun']
begum,bəˈɡʌm,,"['verb', 'noun']"
begun,bɪˈɡʌn,,"['verb', 'noun']"
behalf,bɪˈhæf,,"['verb', 'noun']"
behave,bɪˈheɪv,,['verb']
behaved,bɪˈheɪvd,,"['adjective', 'verb']"
behavior,bɪˈheɪvjɚ,,['noun']
behaviorist,ˌbiɦeːviɔˈrɪst,,['noun']
behead,bɪˈhɛd,,['verb']
beheld,bɪˈhɛld,,['verb']
behemoth,bəˈhi(ː)məθ,,['noun']
behest,biˈhɛst,,"['verb', 'noun']"
behind,bɪˈhaɪnd,,"['adverb', 'preposition', 'adjective', 'noun']"
behold,bɪˈhəʊld,,"['verb', 'interjection', 'noun']"
beholden,bɪˈhəʊldən,,['adjective']
beholder,bɪˈhəʊldə,,"['verb', 'noun']"
behoove,bɪˈhuːv,,"['verb', 'noun']"
beige,ˈbeɪʒ,,"['verb', 'adjective', 'noun']"
being,ˈbiːɪŋ,,"['conjunction', 'verb', 'noun']"
beings,ˈbiːɪŋz,,['noun']
belay,bɪˈleɪ,,"['verb', 'noun']"
belch,ˈbɛltʃ,,"['verb', 'noun']"
belched,bɛltʃt,,['verb']
belches,ˈbɛltʃɪz,,"['verb', 'noun']"
belching,ˈbɛltʃɪŋ,,"['verb', 'noun']"
beleaguer,bɪˈliːɡə,,['verb']
beleaguered,bɪˈliːɡəd,,"['adjective', 'verb']"
belfries,ˈbɛlfɹiz,,['noun']
belfry,ˈbɛlfɹi,,['noun']
belie,bɪˈlaɪ,,['verb']
belied,aɪ,,['verb']
belief,bɪˈliːf,,"['verb', 'noun']"
belies,aɪ,,['verb']
believe,bɪˈliːv,,['verb']
believer,bɪˈlivɚ,,['noun']
belittle,bɨˈlɪtəl,,['verb']
bell,bɛl,,"['verb', 'adjective', 'noun']"
belladonna,ˌbɛləˈdɑnə,,['noun']
bellboy,ˈbɛlˌbɔɪ,,['noun']
belle,bɛl,,"['adverb', 'verb', 'adjective', 'noun']"
belled,bɛld,,"['adjective', 'verb']"
belles,bɛl,,"['verb', 'adjective', 'noun']"
belletristic,bɛllɛˈtɹɪstɪk,,['adjective']
bellicose,ˈbɛlɪkoʊs,,['adjective']
bellicosity,ˌbɛlɪˈkɒsɪti,,['noun']
bellied,ˈbɛlid,,"['adjective', 'verb']"
bellies,ˈbɛliz,,"['verb', 'noun']"
belligerent,bəˈlɪdʒ(ə)ɹənt,,"['verb', 'adjective', 'noun']"
belling,ˈbɛlɪŋ,,"['verb', 'noun']"
bellow,ˈbɛloʊ,,"['verb', 'noun']"
bellowed,ˈbɛləʊd,,['verb']
bellows,ˈbɛloʊz,,"['verb', 'noun']"
bells,bɛlz,,"['verb', 'adjective', 'noun']"
bellwether,ˈbɛlwɛðə,,['noun']
belly,ˈbɛli,,"['verb', 'noun']"
bellyache,ˈbɛliˌeɪk,,"['verb', 'noun']"
belong,bɪˈlɒŋ,,"['preposition', 'verb']"
belonged,bɪˈlɔŋd,,['verb']
belonging,bɪˈlɔŋɪŋ,,"['verb', 'noun']"
belongs,bɪˈlɔŋz,,['verb']
beloved,bɪˈlʌvd,,"['verb', 'adjective', 'noun']"
below,bɪˈləʊ,,"['adverb', 'preposition']"
belt,bɛlt,,"['verb', 'noun']"
belted,ˈbɛltɪd,,"['adjective', 'verb']"
belting,ˈbɛltɪŋ,,"['verb', 'adjective', 'noun']"
belts,bɛlts,,"['verb', 'noun']"
beluga,bəˈluːɡə,,['noun']
bemire,bəˌmaɪə,,['verb']
bemoan,bɪˈməʊn,,['verb']
bemuse,bɪˈmjuːz,,['verb']
bench,bɛntʃ,,"['verb', 'noun']"
benched,bɛntʃt,,['verb']
benches,ˈbɛntʃɪz,,"['verb', 'noun']"
benching,ˈbɛntʃɪŋ,,"['verb', 'noun']"
bend,bɛnd,,"['verb', 'noun']"
bender,ˈbɛndə,,"['verb', 'interjection', 'noun']"
bending,ˈbɛndɪŋ,,"['verb', 'noun']"
bends,bɛndz,,"['verb', 'noun']"
bendy,ˈbɛndi,,"['adjective', 'noun']"
